value,filename
"Colorado's Governor Deplores Torture of Negro, but",91558_0.txt
AGAINST BURNING AT STAKE,91558_0.txt
DENVER CITIZENS PROTEST,91558_0.txt
Continued on Second Page.,91558_1.txt
LEGISLATION IS DEMANDED.,91558_1.txt
Colored Churches of Chicago Adopt,91558_1.txt
Memorial a to the President.,91558_1.txt
"CHICAGO, Nov. 18.- The lynching of",91558_1.txt
Preston Porter in Colorado last Friday,91558_1.txt
"LEAVENWORTH, Kans .. Jan. 13.-",91559_0.txt
Judge Moore to- day issued a warrant,91559_0.txt
"against Fred Alexander, the negro who",91559_0.txt
attempted to assault Miss Roth yesterday,91559_0.txt
", and to- night the Sheriff went to",91559_0.txt
Lansing to serve it. Many,91559_0.txt
persons,91559_0.txt
thought that Alexander would be brought,91559_0.txt
back here to- night and a large crowd of,91559_0.txt
determined men armed with guns and,91559_0.txt
ropes gathered at the jail. But the,91559_0.txt
"prisoner was left at Lansing, where he",91559_0.txt
will remain until the officials deem it,91559_0.txt
to bring him here. safe,91559_0.txt
Negro Fred Alexander Removed to,91559_0.txt
"Another Town, Where He",91559_0.txt
Be Safely Kept. Will,91559_0.txt
FOILED BY SHERIFF,91559_0.txt
MOB BENT ON LYNCHING,91559_0.txt
"DENVER, Nov. 14.- With sickening details",91560_0.txt
"John Porter, the 16- year- old colored",91560_0.txt
boy who has been held by the Denver,91560_0.txt
police on the charge of having murdered,91560_0.txt
"little Louise Frost near Limon, Colo., last",91560_0.txt
"Thursday, confessed his terrible crime",91560_0.txt
this evening. A day or two more of the,91560_0.txt
stubborn resistance to the importunities,91560_0.txt
of the police undoubtedly would have resulted,91560_0.txt
in his release and salvation. John,91560_0.txt
"Porter will now be sent to Limon, where",91560_0.txt
certain death awaits him at the hands of,91560_0.txt
"the grim determined ranchers, who are",91560_0.txt
assembled at the railroad station and,91560_0.txt
searching every train that passes on the,91560_0.txt
way from Denver. That Porter is doomed,91560_0.txt
to die is beyond question. The manner,91560_0.txt
of his death is known only to those who,91560_0.txt
will act as his executioners. It has been,91560_0.txt
known for two days that the youthful,91560_0.txt
"but fiendish murderer was weakening, but",91560_0.txt
it was not until his second subjection to,91560_0.txt
the police sweatbox to- day that he gave,91560_0.txt
signs of a complete breakdown.,91560_0.txt
With creditable foresight Sheriff Freeman,91560_0.txt
of Lincoln County sent an order to,91560_0.txt
have the bundle of clothes young Porter,91560_0.txt
shipped to his home in Lawrence seized,91560_0.txt
and returned to Denver. The suspense of,91560_0.txt
waiting for the return of the clothes was,91560_0.txt
increased by a wreck which delayed the,91560_0.txt
"expressage, and it was not until noon that",91560_0.txt
the youth was confronted with a bloody,91560_0.txt
collection of clothes.,91560_0.txt
It was found that,91560_0.txt
the trousers worn by Porter were saturated,91560_0.txt
with blood from the bottom half,91560_0.txt
"way to the knees, showing conclusively",91560_0.txt
the fiendish efforts made the murderer,91560_0.txt
to stamp out the life of by the victim.,91560_0.txt
The party of officers found,91560_0.txt
Louise,91560_0.txt
Frost's pocketbook in the closet at Limon,91560_0.txt
at midnight. This effectually,91560_0.txt
Porter's confession. confirms,91560_0.txt
With an affirmative report to- morrow by,91560_0.txt
"Captain Armstrong, the murderer will be",91560_0.txt
turned over to the Sheriff of Lincoln,91560_0.txt
"County, who must pass through Limon",91560_0.txt
on his way to the County Jail in Hugo.,91560_0.txt
Then another tragedy will be enacted.,91560_0.txt
pretends that Porter will escape,91560_0.txt
Nobody lynching.,91560_0.txt
"Chief of Detectives Armstrong, Sheriff",91560_0.txt
Freeman and the father of the murdered,91560_0.txt
"girl, accompanied by newspaper men,",91560_0.txt
went to Limon to- night to verify the murderer's,91560_0.txt
confession and to find the pocket,91560_0.txt
book taken from the victim and which,91560_0.txt
the murderer says he threw into the closet,91560_0.txt
at Limon station. With the finding of,91560_0.txt
the pocket book the last scruples of the,91560_0.txt
Denver police to turning over the negro,91560_0.txt
certain death will have been removed. to,91560_0.txt
When asked if little Louise had,91560_0.txt
"screamed or resisted, the murderer",91560_0.txt
"plied:"" Oh, she cried a little."" re-",91560_0.txt
At the second examination the sullen,91560_0.txt
demeanor of the murderer gave way to indifference,91560_0.txt
and with a brazenness almost,91560_0.txt
"incredible he said:"" Well, I done it."" Little",91560_0.txt
by little from that on the horrifying,91560_0.txt
details were dragged from him. In substance,91560_0.txt
Porter stated that he had lain in,91560_0.txt
wait for the girl and as she drove up to,91560_0.txt
"where he hid, he stepped out and seized",91560_0.txt
the horse's bridle. He ordered the girl,91560_0.txt
"to get out of the buggy, which she did.",91560_0.txt
He then led the horse farther up the road,91560_0.txt
"in order, as he stated, not to attract attention",91560_0.txt
. Then he seized the girl,91560_0.txt
by the,91560_0.txt
back of her and threatening her,91560_0.txt
with a knife forced neck her into the weeds.,91560_0.txt
LOUISE FROST. THE 11- YEAR- OLD GIRL WHO WAS MURDERED,91560_0.txt
"NEAR LIMON, COLO., A MOST SHOCKING MANNER BY JOHN",91560_0.txt
"PORTER, A NEGRO YOUTH IN.",91560_0.txt
MAKES FULL CONFESSION,91560_0.txt
LOUISE FROST'S SLAYER,91560_0.txt
Coloradans. Lynched by Be Doomed to,91560_0.txt
"John Porter, the Fiendish Negro Youth,",91560_0.txt
"RIVERSIDE, Nov. 14.- Thomas P.",91560_1.txt
"Jones, a blacksmith of Temecula, a town",91560_1.txt
"forty miles south of this city, is under arrest",91560_1.txt
", after having narrowly escaped lynching",91560_1.txt
", charged by his own daughter with the",91560_1.txt
paternity of her new- born babe.,91560_1.txt
"Three months ago, Jones' daughter, who",91560_1.txt
"is 22 years old, was married to D. J. Tripp.",91560_1.txt
a Temecula butcher. At the time of the,91560_1.txt
"marriage, it is said, the girl confessed all",91560_1.txt
to him. When the child was born the,91560_1.txt
husband made known its real paternity,91560_1.txt
and Mrs. Tripp swore to a complaint,91560_1.txt
against her father.,91560_1.txt
"Jones, hearing of this action, attempted",91560_1.txt
to escape into Mexico and had a good,91560_1.txt
start when he was apprehended at Murri-,91560_1.txt
"etta, fourteen miles away, by Deputy Sheriff",91560_1.txt
Zimmerman. He returned to Temecula,91560_1.txt
pending a preliminary hearing but when,91560_1.txt
"the citizens of the town heard of it, a",91560_1.txt
mob soon formed and threats of lynching,91560_1.txt
were openly made. Fearing that vengeance,91560_1.txt
might be wreaked upon the prisoner,91560_1.txt
", the officers quietly secured buggy",91560_1.txt
and spirited him away. a,91560_1.txt
BY TEMECULA CITIZENS,91560_1.txt
LYNCHING THREATENED,91560_1.txt
Officers Spirit Away a Prisoner to,91560_1.txt
Save Him From,91560_1.txt
of the Populace Vengeance.,91560_1.txt
MURDER FOLLOWS,91561_0.txt
NEGRO NEGRO LYNCHING LYNCHING,91561_0.txt
Eight Men Take Unconscious,91561_0.txt
Victim From Maryland,91561_0.txt
and Shoot Him Jail,91561_0.txt
"BALTIMORE, Md., Dec. 25.- King",91561_0.txt
"Davis, a negro, 28 years old, who Sat-",91561_0.txt
urday night shot and killed Frederick,91561_0.txt
"A. Schwab( white) at Fairfields, Anne",91561_0.txt
"Arundel county, was taken from the",91561_0.txt
"jail at Brooklyn, a suburb of Balti-",91561_0.txt
"more, early today and shot to death by",91561_0.txt
a small party of men.,91561_0.txt
"Davis, who also was known by the",91561_0.txt
"name of Johnson, was dragged to a",91561_0.txt
spot about 200 yards from the station,91561_0.txt
and shot four times through the lungs.,91561_0.txt
His body was not found until,91561_0.txt
hours later. several,91561_0.txt
"The avenging band, thought to not",91561_0.txt
"exceed eight of ten in number, formed",91561_0.txt
quietly. They entered the lockup without,91561_0.txt
attracting the attention of persons,91561_0.txt
"living nearby and went to Davis' cell,",91561_0.txt
where they found him asleep. Rubert,91561_0.txt
"Chase, another negro, who was held in",91561_0.txt
the station as a witness in the Schwab,91561_0.txt
"case, was not molested.",91561_0.txt
Chase said Davis fought desperately,91561_0.txt
"and shrieked for mercy, but his cries",91561_0.txt
"were silenced by a blow on the head,",91561_0.txt
which stretched him unconscious. He,91561_0.txt
was then dragged away to his death.,91561_0.txt
The trouble which caused the shooting,91561_0.txt
of Schwab began in a saloon at,91561_0.txt
Fairfield over a game of pool between,91561_0.txt
"Schwab, a brother of the dead man, and",91561_0.txt
Davis. Schwab claimed the negro.called,91561_0.txt
him vile names,91561_0.txt
. Fred-,91561_0.txt
"After the party left the saloon, Fred-",91561_0.txt
erick Schwab took up his brother's,91561_0.txt
"quarrel with Davis, who drew a pistol",91561_0.txt
and sent a bullet through Schwab's,91561_0.txt
heart Davis then fired two shots at,91561_0.txt
Frank. Schwab without effect.,91561_0.txt
CAPITAL PUNISHMENT MAY AGAIN,91562_0.txt
BE LEGALIZED IN COLORADO,91562_0.txt
A RESULT OF PORTER'S CRIME AS,91562_0.txt
"ENVER, Nov. 17.- Colorado",91562_0.txt
D,91562_0.txt
is,91562_0.txt
shuddering with horror over the,91562_0.txt
"burning of"" John"" Porter near",91562_0.txt
"Lake station yesterday- that is,",91562_0.txt
all of Colorado except Lincoln,91562_0.txt
County. In Denver and Colorado Springs,91562_0.txt
meetings of ministers and business men,91562_0.txt
have been called to condemn the brutality,91562_0.txt
of the mob which burned Porter.,91562_0.txt
"Lincoln County, however, has no regrets",91562_0.txt
. R. W. Frost is actually pleased,91562_0.txt
with his revenge. He set the match to,91562_0.txt
the pyre in which was consumed the negro,91562_0.txt
murderer of his little daughter at almost,91562_0.txt
the precise spot where the murder was,91562_0.txt
committed.,91562_0.txt
""" I have done nothing that I would not",91562_0.txt
"do again,"" he said.",91562_0.txt
His neighbors went to- day to the,91562_0.txt
of the burning and built a fresh fire scene over,91562_0.txt
the little heap of blue bones that lay in,91562_0.txt
the ashes beside the steel stake to which,91562_0.txt
Porter was chained. When the bones were,91562_0.txt
wholly consumed the ashes were scattered,91562_0.txt
"to the winds, away from the weeds dyed",91562_0.txt
with the blood of Louise Frost. Her,91562_0.txt
father did not want the negro's dust to,91562_0.txt
defile the spot where his child had,91562_0.txt
found dying. been,91562_0.txt
The Coroner's jury visited the spot soon,91562_0.txt
"afterward, and in ten minutes reached a",91562_0.txt
"verdict that Porter"" came to his death at",91562_0.txt
the hands of persons unknown to the,91562_0.txt
"jury.""",91562_0.txt
Porter was one of the many low negroes,91562_0.txt
brought in work on section,91562_0.txt
to gangs.,91562_0.txt
Warning was sent out by the lynchers to,91562_0.txt
"all these negroes to get out of the State,",91562_0.txt
and to- day there is not a black working,91562_0.txt
on the Union Pacific sections west of the,91562_0.txt
Kansas line. A few of the sightseers from,91562_0.txt
Denver and other Colorado and Kansas,91562_0.txt
towns have come home from the burning,91562_0.txt
"with bits of bones picked from the fire,",91562_0.txt
but relic hunting was sternly discouraged,91562_0.txt
"by the farmers, who executed Porter as a",91562_0.txt
matter of duty. The Bible which Porter,91562_0.txt
carried in his walk to his death was displayed,91562_0.txt
in Denver to- day.,91562_0.txt
A meeting will be held in the First Baptist,91562_0.txt
Church here to- morrow afternoon to,91562_0.txt
pass resolutions condemning the lynching.,91562_0.txt
The leading pastors of the city will speak,91562_0.txt
and many sermons will be preached on the,91562_0.txt
subject to- morrow. The Governor has,91562_0.txt
"promised to make a speech, and business",91562_0.txt
"men and lawyers, many of whom would",91562_0.txt
have heard without a qualm that the negro,91562_0.txt
"had been hanged, will denounce",91562_0.txt
burning. his,91562_0.txt
One probable effect of the lynching will,91562_0.txt
be the repeal of the law forbidding capital,91562_0.txt
punishment in Colorado. Many who condemn,91562_0.txt
the lynching say it would not have,91562_0.txt
occurred if the people could have been,91562_0.txt
sure that the negro would be hanged. The,91562_0.txt
free exercise of the pardoning power by,91562_0.txt
"Colorado's Governor, particularly in the",91562_0.txt
"cases of murderers, has aroused a strong",91562_0.txt
sentiment in favor of the return to the,91562_0.txt
old law. A strong lobby for the repeal bill,91562_0.txt
was at work long before the Porter lynching,91562_0.txt
", and it now has an argument which",91562_0.txt
"will appeal to everybody in the State, for",91562_0.txt
"even District Attorney Malone, who condemned",91562_0.txt
"the lynching, when pressed",91562_0.txt
questions said: with,91562_0.txt
""" If I had been Frost and my little girl",91562_0.txt
had been murdered I should have,91562_0.txt
"that scoundrel full of holes."" shot",91562_0.txt
Therein he expressed the sentiment of a,91562_0.txt
good many who denounce Frost's,91562_0.txt
ance. venge-,91562_0.txt
"PRESTON( JOHN) PORTER JR., THE MURDERER OF LOUISE FROST, WHO WAS BURNED AT THE STAKE BY",91562_0.txt
A MOB OF COLORADO CITIZENS AFTER HE HAD CONFESSED. REPRODUCED FROM A LIFE,91562_0.txt
MADE BY A DENVER TIMES ARTIST. STUDY,91562_0.txt
Meeting of Business Men and Clergy to Be Held,91562_0.txt
at Denver and Colorado Springs to,91562_0.txt
Against the Burning of the Negro Criminal Protest.,91562_0.txt
""" A great load has been lifted off us,"" he",91562_1.txt
"said,"" and as for me, I don't care who",91562_1.txt
condemns me for starting the blaze. No,91562_1.txt
other father will have to do what I did,91562_1.txt
"on account of that' nigger,' and, as I said",91562_1.txt
"before, if the brute had been lynched for",91562_1.txt
his first offense in Kansas my baby would,91562_1.txt
be alive to- and our hearts would not,91562_1.txt
"be broken."" day",91562_1.txt
"The murdered child's father, Robert W.",91562_1.txt
"Frost, returned to Denver to- day",91562_1.txt
the scene of the lynching. from,91562_1.txt
baby and I did not have the feeling of,91562_1.txt
revenge which so many people said ought,91562_1.txt
to possess me. My one thought was to,91562_1.txt
save others the pain we suffered. Whatever,91562_1.txt
"was done with that brute was right,",91562_1.txt
no matter what. Certainly he did not suffer,91562_1.txt
"what Louise did, and she was innocent,",91562_1.txt
while he was guilty. May be I would have,91562_1.txt
some pity were I not her mother. No,91562_1.txt
one but a parent of an outraged and,91562_1.txt
"dered child can know just how I feel."" mur-",91562_1.txt
GLAD THE NEGRO SUFFERED.,91562_1.txt
Execution.,91562_1.txt
Parents of Louise Frost Talk of the,91562_1.txt
"DENVER, Colo., Nov. 17 .-"" Well, no",91562_1.txt
other parents will suffer from that,91562_1.txt
"crimes."" brute's",91562_1.txt
These were the first words spoken by,91562_1.txt
Mrs. Frost to- day when asked for an expression,91562_1.txt
on the punishment of the negro,91562_1.txt
who confessed that he was the murderer,91562_1.txt
of her child.,91562_1.txt
""" Of course, I was not consulted as to",91562_1.txt
the punishment to be meted out and I did,91562_1.txt
"not know what fate awaited him,"" she",91562_1.txt
"continued."" I did not care, just so he",91562_1.txt
was removed from face of the earth.,91562_1.txt
Nothing can atone the for the death of my,91562_1.txt
It is estimated that 700 persons witnessed,91562_2.txt
the execution. No women remained,91562_2.txt
"during the cremation, but many",91562_2.txt
of them went to the scene before the fire,91562_2.txt
was lighted and the negro was led from,91562_2.txt
to carriage or inspection. The,91562_2.txt
carriage women's vote was a unit for burning.,91562_2.txt
"LIMON, Colo., Nov. 17.- The iron rail to",91562_2.txt
which John Porter was bound will be left,91562_2.txt
standing as a warning to all inclined to,91562_2.txt
deeds similar to that for which young,91562_2.txt
Porter was burned. A mound of earth,91562_2.txt
"has been piled up around the iron rail,",91562_2.txt
"covering the ashes, it will remain as",91562_2.txt
a monument in sight and of all passing trains.,91562_2.txt
Wanted No Mercy Shown the Mur-,91562_2.txt
derer of Louise Frost.,91562_2.txt
WOMEN VOTED FOR BURNING.,91562_2.txt
Other towns in Indiana along the river,91563_0.txt
are taking steps to drive the worst element,91563_0.txt
of negroes away. In some towns no,91563_0.txt
negroes are permitted to live.,91563_0.txt
Vigilance,91563_0.txt
committees have been appointed at Grand,91563_0.txt
"View, Enterprise, Tell City and Leaven-",91563_0.txt
worth. Since the recent trouble at New-,91563_0.txt
"burg, many of the colored people",91563_0.txt
left that town. have,91563_0.txt
"INDIANAPOLIS, Ind., Jan. 28.- A special",91563_0.txt
"to the Sentinel from Evansville, Ind.,",91563_0.txt
says: Cities and towns along the Ohio,91563_0.txt
kiver have begun a crusade against the,91563_0.txt
negroes. The entire trouble dates back,91563_0.txt
to the lynchings of the negroes at Rock-,91563_0.txt
port and Booneville for the murder of the,91563_0.txt
"white barber, Simmons, at Rockport, one",91563_0.txt
night last month.,91563_0.txt
The Board of Safety of this city has ordered,91563_0.txt
the police to arrest all strange ne-,91563_0.txt
groes and bring them before the City Police,91563_0.txt
Judge. If they cannot give any reason,91563_0.txt
"for being here, they will be sentenced",91563_0.txt
to the rockpile. The object of this order,91563_0.txt
is to rid the town of an obnoxious class,91563_0.txt
of negroes. It is estimated that there are,91563_0.txt
2000 colored men in this city who absolutely,91563_0.txt
refuse to work. They spend their,91563_0.txt
time in the colored saicons and low dives,91563_0.txt
of the city. The Board of Safety was,91563_0.txt
prompted to this step by the action of the,91563_0.txt
Spencer County Grand Jury in indicting,91563_0.txt
139 negroes of Rockport for selling their,91563_0.txt
votes on last election day. The citizens,91563_0.txt
have been actively at work for the past,91563_0.txt
month arranging the preliminary evidence,91563_0.txt
to be presented to the Grand Jury.,91563_0.txt
It is said an attempt will be made to have,91563_0.txt
the blacks who are indicted arraigned in,91563_0.txt
"court at one time, and it is the desire that",91563_0.txt
they be sent to State Prison at the,91563_0.txt
time. same,91563_0.txt
Crusade Started in Towns,91563_0.txt
the Ohio,91563_0.txt
Along River.,91563_0.txt
TO BE ARRESTED,91563_0.txt
STRANGE NEGROES,91563_0.txt
BY STRONG POSSES,91564_0.txt
WOLFF CAPTURED,91564_0.txt
Assassin of Sheriff,91564_0.txt
Montana Mob Threatens to Lynch,91564_0.txt
"BUTTE, Mont., Jan. 26.- An Inter- Moun-",91564_0.txt
tain special from Virginia City says:,91564_0.txt
Word was received here this afternoon,91564_0.txt
"that John Wolff, who murdered Sheriff",91564_0.txt
"Summers near Ennis yesterday, had been",91564_0.txt
captured in the Upper Madison Valley by,91564_0.txt
one of the posses which started in search,91564_0.txt
of him. The capture was effected after,91564_0.txt
an exciting chase of many miles. The,91564_0.txt
posse comprised about fifty of the most,91564_0.txt
prominent residents of Madison County.,91564_0.txt
Not since the days of the vigilantes has,91564_0.txt
there been such excitement in old Alder,91564_0.txt
Gulch. There is a strong feeling here in,91564_0.txt
favor of the lynching of Wolff. Unless,91564_0.txt
calmer counsel prevalis the friends of,91564_0.txt
Summers will take the law into their,91564_0.txt
own,91564_0.txt
hands. At 4:30 this afternon a large body,91564_0.txt
of men started out to meet the posse,91564_0.txt
murderer. and,91564_0.txt
EORGIA has reason to be proud of having in her service such an official as Sheriff,91565_0.txt
"G Joseph Merrill of Carrollton, who, for the purpose of defending a negro committed to his",91565_0.txt
"charge, fired upon a mob of lynchers and dispersed them.",91565_0.txt
The attack was of a nature that put a supreme test upon the Sheriff's courage and,91565_0.txt
fidelity to duty. The negro prisoner had been convicted of the murder of a white boy and sentenced,91565_0.txt
to be hanged. Upon the day appointed for the execution a reprieve was obtained by an,91565_0.txt
"appeal to the Supreme Court, and the mob that had gathered to witness the execution was rendered",91565_0.txt
furious by being balked of its victim. It was easy in such a crowd to raise the cry for lynch,91565_0.txt
law and start an attack upon the jail; but it was not easy for the Sheriff to face the danger. Popular,91565_0.txt
"sentiment in Georgia is not averse to lynching negroes who are but suspected of crime, and",91565_0.txt
therefore it was inevitable that the mob in this case should have looked for no more than a formal,91565_0.txt
"opposition to the attempt to lynch one who had been tried and convicted. The mob, however, was",91565_0.txt
mistaken. The Sheriff of Carrollton is an officer who knows his duty and has the courage to fulfill,91565_0.txt
"it. He warned the assailants to retire, and when in defiance they broke into the jail he fired upon",91565_0.txt
"the leaders, killing one and wounding two, driving the others back. vindicating the law and doing",91565_0.txt
much to redeem Georgia from the stain which so many recent lynchings have put upon her civilization,91565_0.txt
.,91565_0.txt
"When officials fail in the performance of duty in the face of mob violence, the country is",91565_0.txt
prompt to condemn and denounce them. Consequently it should be equally prompt to commend,91565_0.txt
and honor those who do not fail. Moreover from the rapidity with which one lynching follows another,91565_0.txt
in all parts of the Union it is evident the time when the faithful and the brave who uphold,91565_0.txt
the law against the violence of mobs should have the recognition due to men who merit the honor,91565_0.txt
of their countrymen by the noble performance of dangerous duty. Sheriff Merrill has served his,91565_0.txt
State well. In the fulfillment of his humble office he has done in defense of law an,91565_0.txt
act of as genuine heroism as could have comparatively been done on the field of battle in defense of the flag.,91565_0.txt
THE RIGHT KIND OF SHERIFF.,91565_0.txt
Constable Carpenter and His Deputies,91566_0.txt
Are Compelled by the Avengers,91566_0.txt
Assist in the Hanging of the Culprits to,91566_0.txt
"Frontiersmen Take Aged Calvin Hall,",91566_0.txt
Three Sons and Their Comrade,91566_0.txt
From His Officers and String Them Up,91566_0.txt
MODOC COUNTY MOB,91566_0.txt
LYNCHES FIVE,91566_0.txt
FOR PETTY THEFTS MEN,91566_0.txt
"CALVIN HALL, 72 YEARS OLD.",91566_0.txt
"FRANK HALL, 26 YEARS OLD.",91566_0.txt
"JAMES HALL, 19 YEARS OLD.",91566_0.txt
MARTIN HALL 16 YEARS OLD.,91566_0.txt
"B. D. YANTIS,, 27 YEARS OLD.",91566_0.txt
VICTIMS OF THE MODOC LYNCHERS.,91566_0.txt
"LTURAS, May 31.- Five men lynched for petty thievery! Swift and",91566_0.txt
A,91566_0.txt
awful was the vengeance visited upon a quintet of culprits by a,91566_0.txt
Modoc County mob last night. Hanging to the stringers of a bridge,91566_0.txt
"on the outskirts of Lookout, a little town ten miles west of Adin,",91566_0.txt
"the bodies of Calvin Hall, two of his three sons and another young",91566_0.txt
"man who had shared his home, are still swaying in the breeze.",91566_0.txt
From a culvert between the town and the bridge the body of the,91566_0.txt
third son is suspended. Shorter shrift was accorded him than to the others of,91566_0.txt
"the lynchers' victims, because he fought for his life.",91566_0.txt
The mob was in no mood to be delayed. Halting long enough to choke out,91566_0.txt
the life of Frank Hall. it proceeded on its way to the place selected for the execution,91566_0.txt
. There the father and his remaining two sons and their comrade were put,91566_0.txt
to death. No time was wasted. The victims of the mob's vengeance were not,91566_0.txt
even given the opportunity of making a farewell statement. One by one they,91566_0.txt
"were stretched up, willing hands pulling at the ropes that hauled them into",91566_0.txt
eternity.,91566_0.txt
Never in the history of California has there been such wholesale punishment,91566_0.txt
as this meted out to frontier offenders. And their crime had not attained even,91566_0.txt
the dimensions of horse- stealing- always a capital offense in those counties yet on,91566_0.txt
"the borderland of civilization. They were thieves, no more: their booty was",91566_0.txt
the proceeds of nocturnal raids upon clotheslines petty and woodsheds.,91566_0.txt
ARTICLES THEIR HOME. FOUND IN STOLEN,91566_0.txt
Calvin Hall was 72 years of age- an old man tottering on the verge of the,91566_0.txt
"grave. He was a squaw- man, and his three sons- Frank, aged 26; James, aged 19,",91566_0.txt
"and Martin, aged 16- were the half- breed progeny of his life- union with an Indian",91566_0.txt
"woman. B. D. Yantis, who shared the Hall home, was 27 years old.",91566_0.txt
For some time past the Halls and Yantis have been suspected of the thefts,91566_0.txt
"of numerous articles, such as barbed wire, pieces of harness and articles of raiment",91566_0.txt
taken from the clotheslines of Lookout. They were arrested on Saturday,91566_0.txt
and constables armed with a search warrant repaired to their home. Briet,91566_0.txt
"search served to bring to light eviienceof their guilt, and they were taken from",91566_0.txt
the Hall ranch to Lookout and there detained in custody to await examination,91566_0.txt
"and trial. In the meantime the search was continued, and halters, dishes and",91566_0.txt
more articles of clothing were xound hidden away. The simple and honest populace,91566_0.txt
was aroused to the highest pitch of excitement as one by one the stolen articles,91566_0.txt
were restored to their owners. From the day of the arrest of the culprits,91566_0.txt
"there have been muttered threats, and the Halls and Yantis knew that only a",91566_0.txt
leader was needed to place their lives in jeopardy.,91566_0.txt
"The aged father was charged with petty larceny, consisting of the pilfering of",91566_0.txt
"several hayforks only, and he was allowed to go free on his own recognizance.",91566_0.txt
His arraignment was to have taken place this morning. The other four faced,91566_0.txt
"burglary charges, and their examinations were set for June 3. They remained in",91566_0.txt
"custody, having been unable to procure the$ 300 bail demanded by the Justice",91566_0.txt
of the Peace before whom they had been brought.,91566_0.txt
There being no jail in Lookout the four prisoners were held in custody in the,91566_0.txt
Lookout hotel. In guarding them Constable Carpenter was assisted by R.,91566_0.txt
"Nichols, J. W. Brown and S. Goyette. The former two remained on duty from",91566_0.txt
"until midnight, when they were relieved by the others. Calvin Hall re-",91566_0.txt
"noon mained as a guest of the hotel, so as to be near his sons.",91566_0.txt
OFFICERS. THE OVERCOMES LYNCHERS MOB OF,91566_0.txt
"At 2 o'clock this morning a mob of masked men, their number variously estimated",91566_0.txt
"at from thirty to fifty, suddenly appeared in the street before the",91566_0.txt
hotel. No hint of their coming had been given and the two men on guard were,91566_0.txt
taken completely by surprise. No attempt to spirit the prisoners away to a,91566_0.txt
place of safety or to defend them fromthe mob was possible. Brown and Goy-,91566_0.txt
ette faced the overwhelming odds of two score of determined men well armed.,91566_0.txt
"They looked into the muzzles of rifles and shotguns held by steady hands, and",91566_0.txt
gruff voices from behind the masks ordered them bluntly to keep still if they,91566_0.txt
were not ready to die. The two guards were powerless to make resistance,91566_0.txt
and they attempted none.,91566_0.txt
"While some were disarming Brown and Goyette, others of the mob broke in",91566_0.txt
upon the accused men and dragged them from their quarters. The masked men,91566_0.txt
"knew their ground thoroughly, and lost no time in rounding up the frightened",91566_0.txt
"quintet. The old man, Calvin Hall, was dragged from his bed and hurried out",91566_0.txt
"and thrust into position by the side of his sons, while preparations were under",91566_0.txt
"way for the grim march to the Pitt River bridge, which had been chosen for the",91566_0.txt
scene of the mob's terrible vengeance.,91566_0.txt
"The hands of each of the accused men were bound securely behind him, and",91566_0.txt
a rope was noosed about the neck of each. The mob worked swiftly and silently,91566_0.txt
"in the dim light of lanterns and, and few words were heard except the",91566_0.txt
"entreaties of the doomed men, begging torches for their lives.",91566_0.txt
AVENGERS. FORCED AID THE TO GUARDS ARE,91566_0.txt
""" Now come with us,"" one of the leaders said to the two guards."" We need",91566_0.txt
"your help."" And Brown and Goyette were shoved into the ranks of men holding",91566_0.txt
the ropes that tightened about the necks of the trembling prisoners.,91566_0.txt
The mob moved swiftly and silently through the streets and along the road,91566_0.txt
leading to the bridge that spans Pitt River. There was no hesitancy or discussion,91566_0.txt
. The details were well planned and had been decided upon at the mob's,91566_0.txt
rendezvous- wherever that may have been- for the coming of the mob and its,91566_0.txt
going after the lynching was done are velled in mystery.,91566_0.txt
"Frank Hall, the oldest of the three sons, stopped pleading when the mercl-",91566_0.txt
less purpose of the vigilantes became evident. He set his teeth with the grim,91566_0.txt
"stoicism of his mother's race, and refused to proceed. He fought his captors",91566_0.txt
"with the strength of despair, and even after he had been choked almost into",91566_0.txt
unconsciousness by the tightening noose he still offered stubborn resistar.ce.,91566_0.txt
"The mob was in no mood for wasting its time with a refractory victim, and",91566_0.txt
the struggling prisoner was dragged and tumbled along to a culvert over a deep,91566_0.txt
"gulch conveniently near. The rope was made fast, and young Hall was pushed",91566_0.txt
"from the roadway into the gulch, with a sheer drop that left little life in his",91566_0.txt
When his executioners became assured that the swinging body was past,91566_0.txt
body.,91566_0.txt
"resuscitation, they dragged the old man and his remaining two sons and Yantis",91566_0.txt
"away the sight of the fate that was to be theirs, and hastened on toward",91566_0.txt
the from bridge.,91566_0.txt
HANGED. FIRST BE TO FATHER THE AGED,91566_0.txt
"The chosen scene of execution reached, no delay was permitted. No one asked",91566_0.txt
the doomed men if they had prayers to offer or confessions to make. Calvin,91566_0.txt
"Hall, the renegade white man whose half- breed sons had grown up to be thieving",91566_0.txt
"accomplices of their father, seemed to be a particular object of the mob's",91566_0.txt
"wrath. He was chosen for execution first of all, and with scarcely the delay of a",91566_0.txt
"minute his body was dangling from the north side of the bridge,",91566_0.txt
"Yantis and the two young Hails, both of them mere boys, were hustled unceremoniously",91566_0.txt
to the other side of the bridge and in a few minutes more their,91566_0.txt
swaying bodies were keeping ghastly companionship with that of the old frontiersman,91566_0.txt
.,91566_0.txt
"Their grim work done, the lynchers did not tarry. Five minutes after the",91566_0.txt
"last victim was strung up to the bridge timbers, the mob had dispersed. Not a",91566_0.txt
"mask or a lantern was left, and their going was as silent and untraceable as",91566_0.txt
